id,ElementProperty|MagpieData mean MendeleevNumber,GlobalSymmetryFeatures|spacegroup_num,ValenceOrbital|avg f valence electrons,ElementProperty|MagpieData maximum MendeleevNumber,LatticeConstants|a,ElementProperty|MagpieData range NsValence,ElementProperty|MagpieData maximum NdValence,AtomicOrbitals|gap_AO,YangSolidSolution|Yang delta,ElementProperty|MagpieData mode NUnfilled,hull_distance
34072651,63.4,187,0.0,73,3.04639922651153,1,5,0.0,0.212789304679212,5,
95063127,67.0,187,0.0,73,3.15911337942548,1,8,0.0,0.200159611154652,3,
62945318,65.8,187,0.0,73,3.05181921675362,1,7,0.0,0.203555222517664,4,
60897513,63.8,187,5.6,73,3.02631525254443,0,4,0.0,0.205321731788082,5,
17042638,66.6,187,0.0,73,2.99249165001267,0,7,0.0,0.190002022649909,3,
87904612,63.0,187,0.0,73,2.92799029789199,1,5,0.0,0.196964612064823,5,
78510264,65.4,187,0.0,73,2.91552750239097,0,6,0.0,0.190002022649909,4,
23045176,67.8,187,0.0,73,3.07950427662283,0,8,0.0,0.191265628968897,2,
71453068,64.6,187,0.0,73,2.99366314420102,0,5,0.0,0.207130730050934,5,
45628709,61.8,187,0.0,73,2.96537618081792,0,3,0.0,0.203555222517664,5,
43972106,69.2,187,0.0,84,3.20404882141064,1,10,0.0,0.178187175712809,3,
54879302,68.0,187,0.0,84,3.13761790876403,1,10,0.0,0.184561293402918,4,
34681702,66.0,187,5.6,84,3.17168904013127,0,10,0.0,0.187750550694611,5,
61784935,65.6,187,0.0,84,3.16894604602603,1,10,0.0,0.200490193411229,5,
67409258,65.0,187,2.8,81,3.19364629690478,1,10,0.0,0.264762521262011,5,
68427591,65.4,187,0.0,83,3.14575367870703,1,5,0.0,0.209236908423423,5,
14387690,66.4,187,0.0,88,3.17113351367325,1,5,0.0,0.208181128439006,5,
89604375,65.4,187,8.4,81,3.22129992854158,0,10,0.0,0.263402454957875,5,
71305486,69.0,187,0.0,83,3.18745546737271,1,8,0.0,0.18391049142992,3,
18325407,67.8,187,0.0,83,3.1567454157594,1,7,0.0,0.191249486918778,4,
19483527,65.8,187,5.6,83,3.15109133872286,0,4,0.0,0.194888460581358,5,
67435291,68.6,187,2.8,81,3.23048034248229,1,10,0.0,0.262937277792971,3,
51763480,70.0,187,0.0,88,3.22050058244454,1,8,0.0,0.183016696114988,3,
30975426,67.4,187,2.8,81,3.19924011808684,1,10,0.057541,0.263192564548187,4,
71403958,68.8,187,0.0,88,3.16318914892971,1,7,0.0,0.190303673560119,4,
35897402,66.8,187,5.6,88,3.1819107556602,0,4,0.0,0.193918507395057,5,
27156309,62.8,187,0.0,72,3.0927398396525,1,10,0.0,0.234756787323376,5,
39186520,66.4,187,0.0,72,3.15051052114304,1,10,0.049604,0.2279288267092,3,
19436725,65.2,187,0.0,72,3.0685526858703,1,10,0.006147,0.229617304492512,4,
10693257,63.2,187,5.6,72,3.08747544468063,0,10,0.0,0.230543921141055,5,
56124780,66.0,187,0.0,72,2.99570854745876,0,10,0.0,0.223945679042768,3,
25976038,64.8,187,0.0,72,2.96454126857962,0,10,0.090821,0.223945679042768,4,
59387142,67.2,187,0.0,72,3.09376744724317,0,10,0.006536,0.22431623524546,2,
87563140,64.0,187,0.0,72,3.0300951750203,0,10,0.0,0.231522992329165,5,
50987241,68.8,187,0.0,84,3.0640909696148,0,10,0.0,0.15612386257877,3,
34012568,68.2,187,2.8,81,3.10341404116554,0,10,0.0,0.263891812849298,3,
13085762,68.6,187,0.0,83,3.1087129785233,0,7,0.0,0.157618547511842,3,
12904576,69.6,187,0.0,88,3.09031314306615,0,7,0.0,0.156956739165573,3,
24035867,67.8,187,0.0,79,3.05932357964132,0,10,0.0,0.155709800070948,3,
40326571,67.6,187,0.0,78,3.04308777039226,0,7,0.0,0.154906931004829,3,
16504783,68.0,187,0.0,80,3.12397614917136,0,10,0.0,0.21943403815018,3,
58029641,65.2,187,0.0,84,3.02853988995604,1,10,0.0,0.171830132537853,5,
67198240,64.6,187,2.8,81,3.10257459740068,1,10,0.0,0.262909117334157,5,
82769514,65.0,187,0.0,83,3.01055532229068,1,5,0.0,0.17649185829694,5,
57043269,66.0,187,0.0,88,3.04183788739339,1,5,0.0,0.17565566424556,5,
50129364,62.4,187,0.0,72,2.97300611945976,1,10,0.0,0.226472471692405,5,
25986740,63.2,187,0.0,74,2.94153246652403,1,10,0.0,0.186658751975725,5,
34105672,64.2,187,0.0,79,2.98889172694049,1,10,0.0,0.171719548408983,5,
78691503,63.4,187,0.0,75,3.01938308972373,1,10,0.0,0.222451146254414,5,
37419068,64.0,187,0.0,78,2.9616310270575,1,5,0.0,0.172044228070584,5,
32714856,64.4,187,0.0,80,3.04903559884225,1,10,0.0,0.222451146254414,5,
83429561,67.6,187,0.0,84,3.02609167381977,0,10,0.0,0.15612386257877,4,
69538402,67.0,187,2.8,81,3.09026206491358,0,10,0.097071,0.263891812849298,4,
71465098,67.4,187,0.0,83,3.0469656769039,0,6,0.0,0.157618547511842,4,
94715302,68.4,187,0.0,88,3.05098249655379,0,6,0.0,0.156956739165573,4,
32468591,66.6,187,0.0,79,2.98002527672898,0,10,0.097071,0.155709800070948,4,
98016472,66.4,187,0.0,78,2.9454626616162,0,6,0.097071,0.154906931004829,4,
10857693,66.8,187,0.0,80,3.05607170459351,0,10,0.097071,0.21943403815018,4,
16958274,63.6,187,0.0,74,3.08320980188852,1,10,0.0,0.20609831249986,5,
93608745,67.2,187,0.0,74,3.17026856976948,1,10,0.0,0.190716824855805,3,
12064358,66.0,187,0.0,74,3.0672556251371,1,10,0.0,0.194942090256101,4,
95240316,64.0,187,5.6,74,3.05782755899947,0,10,0.0,0.197110518441763,5,
85397462,66.8,187,0.0,74,3.00352008970087,0,10,0.0,0.17740691724314,3,
34209168,65.6,187,0.0,74,2.93670193051488,0,10,0.0,0.17740691724314,4,
41253670,68.0,187,0.0,74,3.08819903267382,0,10,0.0,0.179141821333142,2,
54789260,64.8,187,0.0,74,3.04325430540209,0,10,0.0,0.199312714776632,5,
32508179,64.6,187,0.0,79,3.12433751759639,1,10,0.0,0.200781428195816,5,
92165478,68.2,187,0.0,79,3.18907782837676,1,10,0.0,0.178179966487409,3,
78351290,67.0,187,0.0,79,3.1153631614507,1,10,0.057541,0.184648700679445,4,
85902746,65.0,187,5.6,79,3.13944282675675,0,10,0.0,0.187882263393752,5,
68293104,61.4,187,5.6,73,3.1559112592521,0,2,0.0,0.253730382469685,5,
23750186,63.6,187,5.6,84,3.24296647288897,0,10,0.0,0.259209876971558,5,
72803641,63.0,187,8.4,81,3.25384538886112,0,10,0.0,0.280519703259021,5,
91052873,63.4,187,5.6,83,3.28828210955271,0,2,0.0,0.272831172793036,5,
72153046,64.4,187,5.6,88,3.24071742076737,0,2,0.0,0.271520914645437,5,
61927503,60.8,187,5.6,72,3.17217319694556,0,10,0.0,0.262954625331178,5,
45068793,61.6,187,5.6,74,3.16138676373619,0,10,0.0,0.252497249948616,5,
86192507,62.6,187,5.6,79,3.17397062856951,0,10,0.0,0.259993958960147,5,
48270965,61.8,187,5.6,75,3.19922247378533,0,10,0.0,0.261365561965106,5,
85709634,62.4,187,5.6,78,3.15203055630485,0,2,0.0,0.263570544455797,5,
17596823,62.8,187,5.6,80,3.22391033387968,0,10,0.0,0.261365561965106,5,
20694735,62.0,187,8.4,76,3.22250793809867,0,10,0.0,0.278121511168405,5,
67381945,60.6,187,5.6,72,3.14331777359771,0,10,0.0,0.253441304432607,5,
31286905,63.8,187,0.0,75,3.08581564525125,1,10,0.0,0.231602777926551,5,
67239801,67.4,187,0.0,75,3.20789354927939,1,10,0.0,0.224103641018935,3,
49670328,66.2,187,0.0,75,3.12253577934671,1,10,0.0,0.225986928334126,4,
82139740,64.2,187,5.6,75,3.08299685422435,0,10,0.0,0.227010205999232,5,
12304586,67.0,187,0.0,75,3.06069238391156,0,10,0.0,0.21943403815018,3,
61932785,65.8,187,0.0,75,3.00221542501383,0,10,0.0,0.21943403815018,4,
38549061,68.2,187,0.0,75,3.14046106335648,0,10,0.0,0.21990216824065,2,
62897034,65.0,187,0.0,75,3.05696188860764,0,10,0.0,0.228085323342676,5,
76402381,64.2,187,0.0,73,2.90342595453035,0,5,0.0,0.200159611154652,5,
26408915,66.4,187,0.0,84,3.0486146557826,0,10,0.0,0.178187175712809,5,
93270846,65.8,187,2.8,81,3.12553051409065,0,10,0.0,0.262937277792971,5,
67851930,66.2,187,0.0,83,2.99653684201763,0,5,0.0,0.18391049142992,5,
79648230,67.2,187,0.0,88,3.0803913586933,0,5,0.0048639999999999,0.183016696114988,5,
20519736,63.6,187,0.0,72,3.00518711379371,0,10,0.0,0.2279288267092,5,
16943087,64.4,187,0.0,74,2.92752089414929,0,10,0.0,0.190716824855805,5,
12458390,65.4,187,0.0,79,2.98905687821478,0,10,0.0,0.178179966487409,5,
84036972,64.6,187,0.0,75,3.03243867149541,0,10,0.0,0.224103641018935,5,
95267031,65.2,187,0.0,78,2.94803795352204,0,5,0.0,0.178885438199983,5,
71204863,65.6,187,0.0,80,3.06838496792865,0,10,0.0,0.224103641018935,5,
85320746,64.8,187,2.8,76,3.07205350317349,0,10,0.0,0.258645214868096,5,
38702645,63.4,187,0.0,72,2.90889450304788,0,10,0.0,0.198687728150178,5,
34982675,62.2,187,0.0,73,3.12297185218495,1,4,0.0,0.220794403122398,5,
35280617,64.4,187,0.0,84,3.23227403945678,1,10,0.0,0.213150440681858,5,
95308671,63.8,187,2.8,81,3.24167953752243,1,10,0.0,0.266897594919487,5,
82609473,64.2,187,0.0,83,3.20982753258482,1,4,0.0,0.223249411608884,5,
58319420,65.2,187,0.0,88,3.20999637074835,1,4,0.0,0.22212213093825,5,
70264158,61.6,187,0.0,72,3.17870259599048,1,10,0.0,0.23969492120604,5,
16094873,62.4,187,0.0,74,3.13391016669405,1,10,0.0,0.215484846803291,5,
27159836,63.4,187,0.0,79,3.1984500246978,1,10,0.0,0.213576950562855,5,
47812905,62.6,187,0.0,75,3.17963345727614,1,10,0.0,0.236906211638506,5,
52948361,63.2,187,0.0,78,3.18106722528721,1,4,0.0,0.215864849236958,5,
40568932,63.6,187,0.0,80,3.21930866924852,1,10,0.0,0.236906211638506,5,
43208516,62.8,187,2.8,76,3.20047471936011,1,10,0.0,0.26343055108671,5,
97428650,61.4,187,0.0,72,3.14904412472059,1,10,0.0,0.219909966516167,5,
20819547,70.0,187,0.0,84,3.05518839863654,0,10,0.0,0.159233637725358,2,
74920653,69.4,187,2.8,81,3.13724000934764,0,10,0.068933,0.263570544455797,2,
72015384,69.8,187,0.0,83,3.02996260879473,0,8,0.0,0.161428299141188,2,
46752830,70.8,187,0.0,88,3.09493034005123,0,8,0.050912,0.160727595430146,2,
50648317,69.0,187,0.0,79,3.06932204965063,0,10,0.060882,0.158885978904878,2,
59806341,69.2,187,0.0,80,3.11036785922067,0,10,0.066314,0.21990216824065,2,
47098521,47.8,187,0.0,73,3.16184903561525,0,1,0.0,0.262924903061244,5,
96302148,50.0,187,0.0,84,3.20080329953192,0,10,0.0,0.271013549918708,5,
39062841,49.4,187,2.8,81,3.25871853117245,0,10,0.005228,0.285329741988027,5,
93481752,49.8,187,0.0,83,3.23058853620119,0,1,0.0,0.285289029116658,5,
18952376,50.8,187,0.0,88,3.28145948603816,0,1,0.0,0.283945535334322,5,
61487350,47.2,187,0.0,72,3.17586235789555,0,10,0.0,0.270037699039819,5,
40236598,48.0,187,0.0,74,3.17010682756151,0,10,0.0,0.26253183938881,5,
51398260,49.0,187,0.0,79,3.17499543298822,0,10,0.013279,0.271865037327236,5,
12507849,48.2,187,0.0,75,3.20714969190368,0,10,0.0,0.268719638579442,5,
87196024,48.8,187,0.0,78,3.15526925670113,0,1,0.01669,0.275682924715776,5,
41267093,49.2,187,0.0,80,3.2276143802808,0,10,0.0078469999999999,0.268719638579442,5,
32156478,48.4,187,2.8,76,3.22606262078523,0,10,0.0,0.283191991556316,5,
59230168,47.0,187,0.0,72,3.15550052177581,0,10,0.0,0.262760287619724,5,
20456318,64.4,187,0.0,78,3.12155316957637,1,5,0.0,0.202578196402434,5,
58346072,68.0,187,0.0,78,3.19321656662027,1,8,0.0,0.178885438199983,3,
63175049,66.8,187,0.0,78,3.08864274905783,1,7,0.057082,0.185701388442046,4,
94130527,64.8,187,5.6,78,3.12710187460913,0,4,0.0,0.189097130479147,5,
81437256,68.8,187,0.0,78,3.19653255039758,0,8,0.057471,0.158331148245701,2,
12374650,65.6,187,0.0,78,3.01819724661823,0,5,0.0,0.192483463542617,5,
83764925,64.8,187,0.0,80,3.16389750689823,1,10,0.0,0.231602777926551,5,
10378294,68.4,187,0.0,80,3.25600608384291,1,10,0.0,0.224103641018935,3,
40596718,67.2,187,0.0,80,3.18108220913012,1,10,0.057541,0.225986928334126,4,
31879054,65.2,187,5.6,80,3.16588305445151,0,10,0.0,0.227010205999232,5,
13658924,62.6,187,5.6,73,3.10349490890109,0,3,0.0,0.224959401996074,5,
89231046,64.8,187,5.6,84,3.22570626329838,0,10,0.0,0.21943403815018,5,
15780629,64.2,187,8.4,81,3.23362075709262,0,10,0.0,0.268231694971903,5,
60573841,64.6,187,5.6,83,3.19129185049816,0,3,0.0,0.230129272900225,5,
79631548,65.6,187,5.6,88,3.20839197860089,0,3,0.0,0.228970658178648,5,
18967543,62.0,187,5.6,72,3.15562916388105,0,10,0.0,0.242402175575985,5,
38960417,62.8,187,5.6,74,3.11707454876456,0,10,0.0,0.220290212623661,5,
94528706,63.8,187,5.6,79,3.19145103468703,0,10,0.0,0.219920534778184,5,
41085739,63.0,187,5.6,75,3.16406918925299,0,10,0.0,0.239789643170869,5,
74920568,63.6,187,5.6,78,3.17158759183931,0,3,0.0,0.222425579695966,5,
69578014,64.0,187,5.6,80,3.20773977971737,0,10,0.0,0.239789643170869,5,
56489170,63.2,187,8.4,76,3.186805202404,0,10,0.0,0.264913467479686,5,
13480652,61.8,187,5.6,72,3.1198928325903,0,10,0.0,0.224167492537235,5,
93507642,66.8,187,0.0,84,3.11185305871488,0,10,0.0,0.1909393200764,5,
32875906,66.2,187,2.8,81,3.15833156201074,0,10,0.0,0.263665594855305,5,
75684932,66.6,187,0.0,83,3.088290888724,0,5,0.0,0.198506822748453,5,
62941037,67.6,187,0.0,88,3.17122339225411,0,5,0.0085859999999999,0.197513870931583,5,
23705914,65.8,187,0.0,79,3.06684220543351,0,10,0.0,0.191113474478257,5,
15860437,66.0,187,0.0,80,3.12607719978517,0,10,0.0,0.228085323342676,5,
30694825,60.6,187,0.0,73,3.01872553100713,0,2,0.0,0.218749796067152,5,
10392748,62.8,187,0.0,84,3.1008195075363,0,10,0.0,0.209995949191285,5,
43860715,62.2,187,2.8,81,3.15565844201571,0,10,0.0,0.266295389153379,5,
59481307,62.6,187,0.0,83,3.12628804660973,0,2,0.0,0.219777902585687,5,
43790281,63.6,187,0.0,88,3.11429859457047,0,2,0.0,0.218667330678684,5,
76415208,60.0,187,0.0,72,3.04626798413026,0,10,0.0,0.238398392326702,5,
97408251,60.8,187,0.0,74,3.02615597922597,0,10,0.0,0.213107641729921,5,
19743065,61.8,187,0.0,79,3.04092181563242,0,10,0.0,0.210390650027185,5,
82354971,61.0,187,0.0,75,3.08285492825236,0,10,0.0,0.235519909704064,5,
21064358,61.6,187,0.0,78,3.00862846634012,0,2,0.0,0.212563245345417,5,
34189275,62.0,187,0.0,80,3.11279818925237,0,10,0.0,0.235519909704064,5,
71248596,61.2,187,2.8,76,3.10795412479427,0,10,0.0,0.262753528539836,5,
92057831,59.8,187,0.0,72,3.00888892786411,0,10,0.0,0.217817456702727,5,
56920873,64.0,187,2.8,76,3.12049637477071,1,10,0.0,0.260995184744858,5,
39720486,67.6,187,2.8,76,3.21744176441217,1,10,0.0,0.258645214868096,3,
27845619,66.4,187,2.8,76,3.14594868573577,1,10,0.0,0.25904940591323,4,
23074169,64.4,187,8.4,76,3.10190958238324,0,10,0.0,0.259334182314429,5,
97183264,67.2,187,2.8,76,3.085647970125,0,10,0.0,0.259094811964668,3,
42368795,63.6,187,2.8,76,3.0469836187822,1,10,0.0,0.258469753691621,5,
42936180,66.0,187,2.8,76,3.04280964347778,0,10,0.0,0.259094811964668,4,
37068241,68.4,187,2.8,76,3.0850347551471,0,10,0.0,0.258843582110896,2,
50619347,65.2,187,2.8,76,3.10980447927148,0,10,0.0,0.259672410290298,5,
65349018,62.4,187,2.8,76,3.07863412515656,0,10,0.0,0.25904940591323,5,
94185602,64.0,187,0.0,84,3.07256301057253,0,10,0.0,0.184561293402918,5,
31254760,63.4,187,2.8,81,3.12368242134349,0,10,0.0,0.263192564548187,5,
65790324,63.8,187,0.0,83,3.0412429677755,0,3,0.0,0.191249486918778,5,
37049621,64.8,187,0.0,88,3.05518383743717,0,3,0.0,0.190303673560119,5,
56140738,61.2,187,0.0,72,3.02119059392525,0,10,0.0,0.229617304492512,5,
50836291,62.0,187,0.0,74,2.97521936034979,0,10,0.0,0.194942090256101,5,
79324150,63.0,187,0.0,79,3.01341474003694,0,10,0.0,0.184648700679445,5,
20419573,62.2,187,0.0,75,3.04207507672834,0,10,0.0,0.225986928334126,5,
62157849,62.8,187,0.0,78,2.99356528668852,0,3,0.0,0.185701388442046,5,
43065218,63.2,187,0.0,80,3.08290889377329,0,10,0.0,0.225986928334126,5,
61792438,61.0,187,0.0,72,2.97464373058425,0,10,0.0,0.202199855056514,5,
75149062,48.2,187,0.0,73,3.32817286324784,0,1,0.0,0.302273053096464,5,
52634817,50.4,187,0.0,84,3.38847617122789,0,10,0.0,0.318672975713327,5,
64021875,49.8,187,2.8,81,3.40482499435775,0,10,0.005228,0.309338157101142,5,
43780952,50.2,187,0.0,83,3.48905633835891,0,1,0.0,0.3349241144117,5,
84135296,51.2,187,0.0,88,3.47386798060568,0,1,0.0,0.333483220730307,5,
32450971,47.6,187,0.0,72,3.3222598918753,0,10,0.0,0.302228149649038,5,
58642793,48.4,187,0.0,74,3.35031470695204,0,10,0.0,0.304617729274255,5,
43206985,49.4,187,0.0,79,3.35690193480352,0,10,0.013279,0.319731337741697,5,
36509124,48.6,187,0.0,75,3.36104890083869,0,10,0.0,0.301851901522851,5,
81294637,49.2,187,0.0,78,3.34396017969954,0,1,0.014124,0.32428517299299,5,
98526013,49.6,187,0.0,80,3.38086436971614,0,10,0.0078469999999999,0.301851901522851,5,
50942871,48.8,187,2.8,76,3.37434944814288,0,10,0.0,0.30816399964714,5,
96138204,47.4,187,0.0,72,3.32716108973887,0,10,0.0,0.30251785287486,5,
83265941,62.6,187,0.0,72,3.06246299786788,1,10,0.0,0.211706612085769,5,
67905128,66.2,187,0.0,72,3.11264392221089,1,10,0.068101,0.198687728150178,3,
56893071,65.0,187,0.0,72,3.03442911652675,1,10,0.0,0.202199855056514,4,
83197206,63.0,187,5.6,72,3.05565254910324,0,10,0.0,0.204023067472066,5,
81693024,65.8,187,0.0,72,2.95458980103477,0,10,0.018228,0.188094099929128,3,
70843926,62.2,187,0.0,72,2.9257433467939,1,10,0.0,0.195372290231044,5,
16375284,64.6,187,0.0,72,2.92540161396332,0,10,0.072324,0.188094099929128,4,
70251698,67.0,187,0.0,72,3.06032802941617,0,10,0.0,0.189422220511447,2,
24501987,63.8,187,0.0,72,3.00012633275589,0,10,0.0,0.205887700005735,5,
35842190,61.0,187,0.0,73,3.19217785870218,0,2,0.0,0.253730382469685,5,
81439706,63.2,187,0.0,84,3.27165995793051,0,10,0.0,0.259209876971558,5,
72150386,62.6,187,2.8,81,3.28052679046667,0,10,0.0,0.280519703259021,5,
87932541,63.0,187,0.0,83,3.31296733376454,0,2,0.0,0.272831172793036,5,
80163975,64.0,187,0.0,88,3.27892773813253,0,2,0.0,0.271520914645437,5,
65483790,60.4,187,0.0,72,3.20750565958183,0,10,0.0,0.262954625331178,5,
57129046,61.2,187,0.0,74,3.20012397976772,0,10,0.0,0.252497249948616,5,
64213980,62.2,187,0.0,79,3.20662322829403,0,10,0.0,0.259993958960147,5,
12086359,61.4,187,0.0,75,3.23982530253825,0,10,0.0,0.261365561965106,5,
45726190,62.0,187,0.0,78,3.18537701864587,0,2,0.0,0.263570544455797,5,
65374182,62.4,187,0.0,80,3.25419042259983,0,10,0.0,0.261365561965106,5,
63975401,61.6,187,2.8,76,3.25392531065028,0,10,0.0,0.278121511168405,5,
46879352,60.2,187,0.0,72,3.17822288300426,0,10,0.0,0.253441304432607,5,
