id,ElementProperty|MagpieData maximum MendeleevNumber,AtomicOrbitals|HOMO_character,BandCenter|band center,ElementProperty|MagpieData mode NsValence,ElementProperty|MagpieData avg_dev NValence,YangSolidSolution|Yang delta,AtomicOrbitals|gap_AO,ElementProperty|MagpieData mean MendeleevNumber,YangSolidSolution|Yang omega,ElementProperty|MagpieData range NUnfilled,ElementProperty|MagpieData range Electronegativity,ElementProperty|MagpieData mean AtomicWeight,ValenceOrbital|avg d valence electrons,ElementProperty|MagpieData range MendeleevNumber,ValenceOrbital|frac f valence electrons,ElementProperty|MagpieData mean CovalentRadius,ElementProperty|MagpieData maximum Electronegativity,ValenceOrbital|frac s valence electrons,ElementProperty|MagpieData avg_dev Electronegativity,ElementProperty|MagpieData mean NUnfilled,ValenceOrbital|frac p valence electrons,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData maximum NUnfilled,ValenceOrbital|frac d valence electrons,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData minimum Electronegativity,ElementProperty|MagpieData minimum NUnfilled,ElementProperty|MagpieData mean NValence,ElementProperty|MagpieData avg_dev MendeleevNumber,ElementProperty|MagpieData avg_dev NUnfilled,hull_distance
5308146,88,3,-1.7854732545955,2,6.72,0.271520914645437,0.0,64.4,17710239.677437,6,1.28,82.1334,0.8,43,0.583333333333333,124.6,2.58,0.208333333333333,0.4416,5.6,0.125,18,8,0.0833333333333333,1.852,1.3,2,9.6,15.52,1.92,
1260374,72,3,-1.6406152677078,2,6.24,0.262954625331178,0.0,60.8,0.409224254507669,8,0.74,98.2026,2.8,27,0.518518518518518,132.4,2.04,0.185185185185185,0.2992,5.2,0.037037037037037,18,8,0.259259259259259,1.674,1.3,0,10.8,12.64,2.24,
8496023,74,3,-1.6632790711116,2,6.4,0.252497249948616,0.0,61.6,0.342975586253305,3,0.74,89.665,2.8,29,0.509090909090909,128.0,2.04,0.181818181818182,0.3184,6.2,0.0545454545454545,18,8,0.254545454545455,1.698,1.3,5,11.0,13.28,1.44,
6851203,79,3,-1.69851199947804,2,6.56,0.259993958960147,0.0,62.6,0.302303529599457,4,0.74,90.2484,2.8,34,0.5,127.6,2.04,0.178571428571428,0.3504,6.0,0.0714285714285714,18,8,0.25,1.738,1.3,4,11.2,14.08,1.6,
6283704,75,3,-1.65772851656688,2,6.4,0.261365561965106,0.0,61.8,0.420995330402342,3,0.74,98.684,2.8,30,0.509090909090909,132.0,2.04,0.181818181818182,0.3136,6.2,0.0545454545454545,18,8,0.254545454545455,1.692,1.3,5,11.0,13.44,1.44,
9425807,78,3,-1.67950046369946,2,7.04,0.263570544455797,0.0,62.4,0.280103863571402,4,0.74,81.3375,0.8,33,0.608695652173913,125.8,2.04,0.217391304347826,0.3328,6.0,0.0869565217391304,18,8,0.0869565217391304,1.716,1.3,4,9.2,13.92,1.6,
1365094,80,3,-1.68997633111233,2,6.56,0.261365561965106,0.0,62.8,0.375733655838061,4,0.74,99.4624,2.8,35,0.5,131.4,2.04,0.178571428571428,0.3424,6.0,0.0714285714285714,18,8,0.25,1.728,1.3,4,11.2,14.24,1.6,
2943061,76,3,-1.62679343380494,2,8.64,0.278121511168405,0.0,62.0,0.486022012689706,3,0.74,116.59706,2.8,31,0.608695652173913,132.6,2.04,0.144927536231884,0.304,6.2,0.0434782608695652,27,8,0.202898550724638,1.66,1.3,5,13.8,13.6,1.44,
3149850,72,3,-1.63277445340851,2,6.24,0.253441304432607,0.0,60.6,0.37508334411715,8,0.74,88.7964,2.8,27,0.518518518518518,128.0,2.04,0.185185185185185,0.2992,5.2,0.037037037037037,18,8,0.259259259259259,1.666,1.3,0,10.8,12.48,2.24,
5732806,75,3,-2.03103575014608,1,2.72,0.23160277792655,0.0,63.8,3.52041495135116,1,0.38,65.672,4.0,25,0.0,123.6,2.16,0.258064516129032,0.1024,5.4,0.0967741935483871,13,6,0.645161290322581,2.036,1.78,5,6.2,11.04,0.48,
2078916,75,1,-2.07543915694274,1,3.52,0.224103641018935,0.0,67.4,1.31555668131475,2,0.5,68.4502,5.2,16,0.0,118.8,2.28,0.216216216216216,0.1568,4.2,0.081081081081081,13,5,0.702702702702703,2.084,1.78,3,7.4,6.72,0.96,
6902314,75,3,-2.04599769338084,1,3.2,0.225986928334126,0.0,66.2,2.83393363277673,1,0.42,67.716,4.8,19,0.0,120.4,2.2,0.228571428571429,0.1184,4.6,0.0857142857142857,13,5,0.685714285714286,2.052,1.78,4,7.0,8.16,0.48,
9765234,75,3,-2.10426711710957,2,7.04,0.227010205999232,0.0,64.2,11.4344495319601,1,0.58,100.824,3.6,24,0.474576271186441,126.8,2.36,0.169491525423729,0.1952,5.4,0.0508474576271186,20,6,0.305084745762712,2.116,1.78,5,11.8,10.56,0.48,
4987650,75,1,-1.92131780377911,2,3.52,0.21943403815018,0.0,67.0,2.06436953577877,2,0.26,50.861278,4.8,17,0.0,112.4,2.04,0.27027027027027,0.0928,4.2,0.081081081081081,13,5,0.648648648648649,1.924,1.78,3,7.4,7.2,0.96,
6319528,75,1,-1.90071281716643,2,3.2,0.21943403815018,0.0,65.8,3.19679462735207,1,0.26,49.626,4.4,20,0.0,114.8,2.04,0.285714285714286,0.1088,4.6,0.0857142857142857,13,5,0.628571428571429,1.904,1.78,4,7.0,8.64,0.48,
9720165,75,1,-1.93352331962289,2,3.84,0.21990216824065,0.0,68.2,1.68007032175285,3,0.26,50.76536,5.2,14,0.0,111.6,2.04,0.256410256410256,0.0832,3.8,0.0769230769230769,13,5,0.666666666666667,1.936,1.78,2,7.8,5.76,1.44,
9518437,75,3,-1.92946767820646,2,2.88,0.228085323342676,0.0,65.0,2.60657981032518,0,0.26,66.488,4.0,22,0.0,120.8,2.04,0.303030303030303,0.0864,5.0,0.0909090909090909,13,5,0.606060606060606,1.932,1.78,5,6.6,9.6,0.0,
9467830,73,3,-1.74321085435781,2,1.92,0.200159611154652,0.0,64.2,0.572431978799407,0,0.49,31.69592572,2.0,21,0.0,113.4,2.04,0.434782608695652,0.2256,5.0,0.130434782608696,7,5,0.434782608695652,1.758,1.55,5,4.6,9.76,0.0,
1895642,84,3,-1.85214952660979,2,3.2,0.178187175712809,0.0,66.4,0.569057571948847,2,0.63,41.283938,4.0,32,0.0,113.0,2.18,0.285714285714286,0.2576,4.6,0.142857142857143,15,5,0.571428571428571,1.872,1.55,3,7.0,11.52,0.64,
4750928,81,3,-1.87696394585299,2,7.36,0.262937277792971,0.0,65.8,1.69211997174352,1,0.78,67.739618,4.0,29,0.291666666666667,118.4,2.33,0.208333333333333,0.2816,4.8,0.0833333333333333,28,5,0.416666666666667,1.902,1.55,4,9.6,11.04,0.32,
5140362,83,3,-1.85384563707831,2,1.6,0.18391049142992,0.0,66.2,0.364745776420898,2,0.64,32.4943704,2.0,31,0.0,110.6,2.19,0.4,0.2592,4.6,0.2,7,5,0.4,1.874,1.55,3,5.0,11.36,0.64,
7932580,88,3,-1.91561702174341,2,1.76,0.183016696114988,0.0048639999999999,67.2,14247604.3194207,3,1.03,32.712618,2.0,36,0.0,110.2,2.58,0.384615384615385,0.3216,4.4,0.230769230769231,7,5,0.384615384615385,1.952,1.55,2,5.2,12.16,0.96,
8605217,72,3,-1.76020028575852,2,2.72,0.2279288267092,0.0,63.6,0.931677788331788,5,0.49,48.781818,4.0,20,0.0,118.0,2.04,0.3125,0.2128,4.0,0.0625,12,5,0.625,1.774,1.55,0,6.4,9.28,1.6,
8653417,74,3,-1.78451606168292,2,2.88,0.190716824855805,0.0,64.4,0.620498004320115,0,0.49,40.244218,4.0,22,0.0,113.6,2.04,0.303030303030303,0.1984,5.0,0.0909090909090909,13,5,0.606060606060606,1.798,1.55,5,6.6,9.92,0.0,
8290476,79,3,-1.82231713046449,2,3.04,0.178179966487409,0.0,65.4,0.510785035071789,1,0.49,40.827618,4.0,27,0.0,113.2,2.04,0.294117647058823,0.2304,4.8,0.117647058823529,14,5,0.588235294117647,1.838,1.55,4,6.8,10.72,0.32,
2384019,75,3,-1.77856092528499,2,2.88,0.224103641018935,0.0,64.6,1.04071274696066,0,0.49,49.263218,4.0,23,0.0,117.6,2.04,0.303030303030303,0.1984,5.0,0.0909090909090909,13,5,0.606060606060606,1.792,1.55,5,6.6,10.08,0.0,
6930741,78,3,-1.80191983722406,2,1.76,0.178885438199983,0.0,65.2,0.419857122622944,1,0.49,31.916718,2.0,26,0.0,111.4,2.04,0.416666666666667,0.2128,4.8,0.166666666666667,7,5,0.416666666666667,1.816,1.55,4,4.8,10.56,0.32,
4867502,80,3,-1.81315929425988,2,3.04,0.224103641018935,0.0,65.6,0.852143004265481,1,0.49,50.041618,4.0,28,0.0,117.0,2.04,0.294117647058823,0.2224,4.8,0.117647058823529,14,5,0.588235294117647,1.828,1.55,4,6.8,10.88,0.32,
9157643,76,3,-1.74537097357034,2,7.04,0.258645214868096,0.0,64.8,1.75222376839251,0,0.49,67.176278,4.0,24,0.297872340425532,118.2,2.04,0.212765957446809,0.224,5.0,0.0638297872340425,27,5,0.425531914893617,1.76,1.55,5,9.4,10.24,0.0,
9607438,72,3,-1.75178795177514,2,2.72,0.198687728150178,0.0,63.4,0.699877769878881,5,0.49,39.375618,4.0,20,0.0,113.6,2.04,0.3125,0.2192,4.0,0.0625,12,5,0.625,1.766,1.55,0,6.4,9.12,1.6,
4528069,73,2,-1.76548989122387,1,0.96,0.220794403122398,0.0,62.2,0.484187497210521,2,0.44,46.88325972,1.6,26,0.0,123.4,2.04,0.421052631578947,0.2096,5.8,0.157894736842105,5,7,0.421052631578947,1.778,1.6,5,3.8,12.16,0.96,
1790246,84,2,-1.87582084983592,1,3.52,0.213150440681858,0.0,64.4,0.43567369030864,4,0.58,56.471272,3.6,37,0.0,123.0,2.18,0.258064516129032,0.2336,5.4,0.161290322580645,15,7,0.580645161290323,1.892,1.6,3,6.2,13.92,1.28,
8410523,81,2,-1.90095240877553,1,7.68,0.266897594919487,0.0,63.8,0.970213272872947,3,0.73,82.926952,3.6,34,0.318181818181818,128.4,2.33,0.181818181818182,0.2576,5.6,0.0909090909090909,28,7,0.409090909090909,1.922,1.6,4,8.8,13.44,1.12,
3014689,83,2,-1.87753863737669,1,0.96,0.223249411608884,0.0,64.2,0.292538118553825,4,0.59,47.6817044,1.6,36,0.0,120.6,2.19,0.380952380952381,0.2352,5.4,0.238095238095238,5,7,0.380952380952381,1.894,1.6,3,4.2,13.76,1.28,
7348562,88,2,-1.94009948876224,1,1.12,0.22212213093825,0.0,65.2,18566250.8500367,5,0.98,47.899952,1.6,41,0.0,120.2,2.58,0.363636363636364,0.2976,5.2,0.272727272727273,6,7,0.363636363636364,1.972,1.6,2,4.4,14.56,1.44,
6423907,72,2,-1.78269645537565,1,2.56,0.23969492120604,0.0,61.6,0.704142643290863,7,0.44,63.969152,3.6,25,0.0,128.0,2.04,0.285714285714286,0.1968,4.8,0.0714285714285714,12,7,0.642857142857143,1.794,1.6,0,5.6,11.68,1.92,
1932047,74,2,-1.8073229981054,1,2.88,0.215484846803291,0.0,62.4,0.523192079226391,2,0.44,55.431552,3.6,27,0.0,123.6,2.04,0.275862068965517,0.1776,5.8,0.103448275862069,13,7,0.620689655172414,1.818,1.6,5,5.8,12.32,0.96,
9603748,79,2,-1.84560718194035,1,3.2,0.213576950562855,0.0,63.4,0.431249198448736,3,0.44,56.014952,3.6,32,0.0,123.2,2.04,0.266666666666667,0.2064,5.6,0.133333333333333,14,7,0.6,1.858,1.6,4,6.0,13.12,1.12,
3469512,75,2,-1.80129175232401,1,2.88,0.236906211638506,0.0,62.6,0.776618913699779,2,0.44,64.450552,3.6,28,0.0,127.6,2.04,0.275862068965517,0.1824,5.8,0.103448275862069,13,7,0.620689655172414,1.812,1.6,5,5.8,12.48,0.96,
2694380,78,2,-1.82494920190639,1,0.8,0.215864849236958,0.0,63.2,0.365944924105601,3,0.44,47.104052,1.6,31,0.0,121.4,2.04,0.4,0.1888,5.6,0.2,5,7,0.4,1.836,1.6,4,4.0,12.96,1.12,
5648371,80,2,-1.83633230437501,1,3.2,0.236906211638506,0.0,63.6,0.64460823773896,3,0.44,65.228952,3.6,33,0.0,127.0,2.04,0.266666666666667,0.1984,5.6,0.133333333333333,14,7,0.6,1.848,1.6,4,6.0,13.28,1.12,
5294037,76,2,-1.76767761775393,1,7.36,0.26343055108671,0.0,62.8,1.07370160702509,2,0.44,82.363612,3.6,29,0.325581395348837,128.2,2.04,0.186046511627907,0.208,5.8,0.0697674418604651,27,7,0.418604651162791,1.78,1.6,5,8.6,12.64,0.96,
5160827,72,2,-1.77417660789299,1,2.56,0.219909966516167,0.0,61.4,0.568454316382676,7,0.44,54.562952,3.6,25,0.0,123.6,2.04,0.285714285714286,0.2032,4.8,0.0714285714285714,12,7,0.642857142857143,1.786,1.6,0,5.6,11.52,1.92,
4637091,84,2,-2.01352354604029,2,4.16,0.159233637725358,0.0,70.0,0.888793236937251,3,0.27,42.78608,5.2,23,0.0,107.0,2.18,0.24390243902439,0.0848,3.4,0.121951219512195,15,5,0.634146341463415,2.016,1.91,2,8.2,7.2,1.28,
3740286,81,1,-2.04049999513884,2,6.88,0.263570544455797,0.068933,69.4,9.59571202536925,3,0.42,69.24176,5.2,20,0.259259259259259,112.4,2.33,0.185185185185185,0.1136,3.6,0.074074074074074,28,5,0.481481481481481,2.046,1.91,2,10.8,6.72,1.28,
5146839,83,2,-2.01536743516262,2,3.04,0.161428299141188,0.0,69.8,0.566165363862196,3,0.28,33.9965124,3.2,22,0.0,104.6,2.19,0.32258064516129,0.0864,3.4,0.161290322580645,10,5,0.516129032258065,2.018,1.91,2,6.2,7.04,1.28,
4768210,88,2,-2.08252083487887,2,2.88,0.160727595430146,0.050912,70.8,14980827.0041476,3,0.67,34.21476,3.2,27,0.0,104.2,2.58,0.3125,0.1936,3.2,0.1875,10,5,0.5,2.096,1.91,2,6.4,7.84,1.44,
2043178,79,1,-1.98109191392292,2,4.0,0.158885978904878,0.060882,69.0,0.712870614675877,3,0.13,42.32976,5.2,18,0.0,107.2,2.04,0.25,0.0576,3.6,0.1,14,5,0.65,1.982,1.91,2,8.0,6.4,1.28,
1487932,80,1,-1.9711361740845,2,4.0,0.21990216824065,0.066314,69.2,1.39573235634829,3,0.13,51.54376,5.2,19,0.0,111.0,2.04,0.25,0.0544,3.6,0.1,14,5,0.65,1.972,1.91,2,8.0,6.56,1.28,
3215784,73,2,-1.65437060737829,2,0.0,0.262924903061244,0.0,47.8,0.342878481789598,4,0.68,27.70307252,0.4,62,0.0,125.8,2.04,0.666666666666667,0.2864,6.6,0.2,3,9,0.133333333333333,1.682,1.36,5,3.0,29.44,1.92,
8315042,84,2,-1.75775737607006,2,3.84,0.271013549918708,0.0,50.0,0.291548331526338,6,0.82,37.2910848,2.4,73,0.0,125.4,2.18,0.37037037037037,0.3488,6.2,0.185185185185185,15,9,0.444444444444444,1.796,1.36,3,5.4,31.2,2.24,
3627410,81,2,-1.78130716394139,2,8.0,0.285329741988027,0.005228,49.4,0.407678335846539,5,0.97,63.7467648,2.4,70,0.35,130.8,2.33,0.25,0.3728,6.4,0.1,28,9,0.3,1.826,1.36,4,8.0,30.72,2.08,
1743698,83,2,-1.75936704669537,2,0.64,0.285289029116658,0.0,49.8,0.213371171222696,6,0.83,28.5015172,0.4,72,0.0,123.0,2.19,0.588235294117647,0.3504,6.2,0.294117647058823,5,9,0.117647058823529,1.798,1.36,3,3.4,31.04,2.24,
4127693,88,2,-1.81799034112447,2,0.96,0.283945535334322,0.0,50.8,15282535.8600639,7,1.22,28.7197648,0.4,77,0.0,122.6,2.58,0.555555555555556,0.4128,6.0,0.333333333333333,6,9,0.111111111111111,1.876,1.36,2,3.6,31.84,2.4,
9354761,72,2,-1.6704941967164,2,2.88,0.270037699039819,0.0,47.2,0.384932068446988,9,0.68,44.7889648,2.4,61,0.0,130.4,2.04,0.416666666666667,0.2736,5.6,0.0833333333333333,12,9,0.5,1.698,1.36,0,4.8,28.96,2.72,
8927605,74,2,-1.69357075391219,2,3.2,0.26253183938881,0.0,48.0,0.333024784304493,4,0.68,36.2513648,2.4,63,0.0,126.0,2.04,0.4,0.2896,6.6,0.12,13,9,0.48,1.722,1.36,5,5.0,29.6,1.92,
4327501,79,2,-1.72944534530966,2,3.52,0.271865037327236,0.0132789999999999,49.0,0.29038624684112,5,0.68,36.8347648,2.4,68,0.0,125.6,2.04,0.384615384615385,0.3216,6.4,0.153846153846154,14,9,0.461538461538462,1.762,1.36,4,5.2,30.4,2.08,
7985463,75,2,-1.68791911252008,2,3.2,0.268719638579442,0.0,48.2,0.393318108064085,4,0.68,45.2703648,2.4,64,0.0,130.0,2.04,0.4,0.2848,6.6,0.12,13,9,0.48,1.716,1.36,5,5.0,29.76,1.92,
9182473,78,2,-1.71008757093447,2,0.32,0.275682924715776,0.01669,48.8,0.27715448054107,5,0.68,27.9238648,0.4,67,0.0,123.8,2.04,0.625,0.304,6.4,0.25,4,9,0.125,1.74,1.36,4,3.2,30.24,2.08,
5891230,80,2,-1.72075422512404,2,3.52,0.268719638579442,0.0078469999999999,49.2,0.353268177303506,5,0.68,46.0487648,2.4,69,0.0,129.4,2.04,0.384615384615385,0.3136,6.4,0.153846153846154,14,9,0.461538461538462,1.752,1.36,4,5.2,30.56,2.08,
4960875,76,2,-1.65642063920588,2,7.68,0.283191991556316,0.0,48.4,0.439567378763199,4,0.68,63.1834248,2.4,65,0.358974358974359,130.6,2.04,0.256410256410256,0.2848,6.6,0.0769230769230769,27,9,0.307692307692308,1.684,1.36,5,7.8,29.92,1.92,
1804532,72,2,-1.66251058529798,2,2.88,0.262760287619724,0.0,47.0,0.366119213900118,9,0.68,35.3827648,2.4,61,0.0,126.0,2.04,0.416666666666667,0.28,5.6,0.0833333333333333,12,9,0.5,1.69,1.36,0,4.8,28.8,2.72,
3250478,78,3,-2.05771056603701,1,1.28,0.202578196402434,0.0,64.4,0.570417368686181,2,0.26,48.3255,2.0,28,0.0,117.4,2.16,0.363636363636364,0.08,5.2,0.181818181818182,6,6,0.454545454545454,2.06,1.9,4,4.4,11.52,0.64,
2081546,78,1,-2.10269714952129,1,2.72,0.178885438199983,0.0,68.0,0.541036774690033,2,0.38,51.1037,3.2,19,0.0,112.6,2.28,0.285714285714286,0.1376,4.0,0.142857142857143,9,5,0.571428571428572,2.108,1.9,3,5.6,7.2,0.8,
9546732,78,3,-2.07286901348452,1,2.24,0.185701388442046,0.0570819999999999,66.8,0.635704506188481,1,0.3,50.3695,2.8,22,0.0,114.2,2.2,0.307692307692308,0.0992000000000001,4.4,0.153846153846154,8,5,0.538461538461538,2.076,1.9,4,5.2,8.64,0.48,
9180765,78,3,-2.13190372465337,2,8.0,0.189097130479147,0.0,64.8,0.705593225748357,2,0.46,83.4775,1.6,27,0.56,120.6,2.36,0.2,0.176,5.2,0.08,20,6,0.16,2.14,1.9,4,10.0,11.04,0.64,
8512390,78,1,-1.95891744602762,2,3.2,0.158331148245701,0.0574709999999999,68.8,0.528762225219544,3,0.14,33.41886,3.2,17,0.0,105.4,2.04,0.333333333333333,0.0640000000000001,3.6,0.133333333333333,10,5,0.533333333333333,1.96,1.9,2,6.0,6.24,1.28,
4693502,78,3,-1.95480853942957,2,1.76,0.192483463542617,0.0,65.6,0.604215235099434,1,0.14,49.1415,2.0,25,0.0,114.6,2.04,0.416666666666667,0.0672,4.8,0.166666666666667,7,5,0.416666666666667,1.956,1.9,4,4.8,10.08,0.32,
5831672,80,3,-2.07054551519587,1,3.04,0.23160277792655,0.0,64.8,2.00866617599105,2,0.2,66.4504,4.0,30,0.0,123.0,2.16,0.25,0.0704,5.2,0.125,14,6,0.625,2.072,1.96,4,6.4,11.84,0.64,
7483150,80,1,-2.11581270204653,1,3.68,0.224103641018935,0.0,68.4,1.17855996354116,2,0.32,69.2286,5.2,21,0.0,118.2,2.28,0.210526315789474,0.128,4.0,0.105263157894737,14,5,0.684210526315789,2.12,1.96,3,7.6,7.52,0.8,
6807539,80,3,-2.08579851330834,1,3.36,0.225986928334126,0.057541,67.2,2.19583091393448,1,0.24,68.4944,4.8,24,0.0,119.8,2.2,0.222222222222222,0.0896,4.4,0.111111111111111,14,5,0.666666666666667,2.088,1.96,4,7.2,8.96,0.48,
2498173,80,3,-2.14520145290007,2,7.2,0.227010205999232,0.0,65.2,4.05997813520721,2,0.4,101.6024,3.6,29,0.466666666666667,126.2,2.36,0.166666666666667,0.1664,5.2,0.0666666666666666,20,6,0.3,2.152,1.96,4,12.0,11.36,0.64,
5814072,73,3,-1.72049631113082,2,7.68,0.224959401996074,0.0,62.6,0.52699042429335,2,0.54,82.09985972,1.2,25,0.595744680851064,125.8,2.04,0.212765957446809,0.2416,5.8,0.0638297872340425,19,7,0.127659574468085,1.738,1.5,5,9.4,11.68,0.96,
4352098,84,3,-1.82801548087466,2,7.04,0.21943403815018,0.0,64.8,0.474026736087809,4,0.68,91.687872,3.2,36,0.474576271186441,125.4,2.18,0.169491525423729,0.2816,5.4,0.0847457627118644,19,7,0.271186440677966,1.852,1.5,3,11.8,13.44,1.28,
4306815,81,3,-1.8525065610352,2,9.12,0.268231694971903,0.0,64.2,1.03338363304729,3,0.83,118.143552,3.2,33,0.583333333333333,130.8,2.33,0.138888888888889,0.3056,5.6,0.0555555555555555,28,7,0.222222222222222,1.882,1.5,4,14.4,12.96,1.12,
6025847,83,3,-1.82968949053165,2,7.36,0.230129272900225,0.0,64.6,0.322589688283418,4,0.69,82.8983044,1.2,35,0.571428571428571,123.0,2.19,0.204081632653061,0.2832,5.4,0.102040816326531,19,7,0.122448979591837,1.854,1.5,3,9.8,13.28,1.28,
6083594,88,3,-1.89065597613153,2,7.2,0.228970658178648,0.0,65.6,20460701.8057903,5,1.08,83.116552,1.2,40,0.56,122.6,2.58,0.2,0.3456,5.2,0.12,19,7,0.12,1.932,1.5,2,10.0,14.08,1.44,
5372069,72,3,-1.73726436531087,2,6.56,0.242402175575985,0.0,62.0,0.75660629387398,7,0.54,99.185752,3.2,24,0.5,130.4,2.04,0.178571428571428,0.2288,4.8,0.0357142857142857,19,7,0.285714285714286,1.754,1.5,0,11.2,11.2,1.92,
3514269,74,3,-1.76126329961972,2,6.72,0.220290212623661,0.0,62.8,0.566707928139579,2,0.54,90.648152,3.2,26,0.491228070175439,126.0,2.04,0.175438596491228,0.2224,5.8,0.0526315789473684,19,7,0.280701754385965,1.778,1.5,5,11.4,11.84,0.96,
3204167,79,3,-1.79857180950705,2,6.88,0.219920534778184,0.0,63.8,0.468844472683538,3,0.54,91.231552,3.2,31,0.482758620689655,125.6,2.04,0.172413793103448,0.2544,5.6,0.0689655172413793,19,7,0.275862068965517,1.818,1.5,4,11.6,12.64,1.12,
